56.8	0	0	43.38	3.89	43.98	0.387	45.58	0.0423	53.66	0.995	56.12	0.244	56.71	0.0433	56.79	0.00326
56.8	50	5	43.38	3.89	43.98	0.387	45.58	0.0423	53.66	0.995	56.12	0.244	56.71	0.0433	56.79	0.00326
